uid,state,ll,elev,name
67411,UT,"[-111.76, 40.83]",6700.0,LOUIS MEADOW
67412,UT,"[-111.61, 40.28]",7774.0,CASCADE MOUNTAIN
67413,UT,"[-111.32, 39.68]",8727.0,MAMMOTH-COTTONWOOD
67414,UT,"[-111.43, 39.31]",9910.0,SEELEY CREEK
67415,UT,"[-111.56, 39.14]",7990.0,BEAVER DAMS
67416,UT,"[-111.47, 39.05]",9182.0,DILL'S CAMP
67417,UT,"[-111.28, 39.87]",8908.0,CLEAR CREEK #1
67418,UT,"[-111.25, 39.89]",7659.0,CLEAR CREEK #2
67419,UT,"[-111.27, 39.45]",9009.0,RED PINE RIDGE
67420,UT,"[-111.44, 39.13]",9430.0,BUCK FLAT
67421,UT,"[-111.58, 39.01]",9600.0,PICKLE KEG
67422,UT,"[-111.63, 39.93]",8066.0,PAYSON R.S.
67423,UT,"[-111.68, 38.77]",9682.0,FARNSWORTH LAKE
67424,UT,"[-111.6, 38.68]",9462.0,BLACK FLAT-U.M. CK
67425,UT,"[-111.48, 38.21]",9800.0,DONKEY RESERVOIR
67426,UT,"[-111.68, 38.8]",7950.0,GOOSEBERRY RS
67427,UT,"[-111.88, 37.84]",9640.0,WIDTSOE #3
67428,UT,"[-111.83, 37.97]",10049.0,CLAYTON SPRINGS
67453,UT,"[-112.24, 40.44]",8900.0,ROCKY BASIN-SETTLEME
67454,UT,"[-112.61, 40.49]",8221.0,MINING FORK
67455,UT,"[-112.17, 40.57]",7093.0,DRY FORK
67456,UT,"[-112.41, 39.94]",7401.0,VERNON CREEK
67457,UT,"[-112.02, 38.51]",9828.0,BOX CREEK
67458,UT,"[-112.39, 38.48]",9129.0,KIMBERLY MINE
67459,UT,"[-112.36, 38.3]",10349.0,BIG FLAT
67460,UT,"[-112.44, 38.3]",8703.0,MERCHANT VALLEY
67461,UT,"[-112.25, 38.88]",8790.0,PINE CREEK
67462,UT,"[-112.9, 37.58]",9203.0,WEBSTER FLAT
67463,UT,"[-112.58, 37.49]",7800.0,HARRIS FLAT
67464,UT,"[-112.51, 37.49]",7464.0,LONG VALLEY JCT
67465,UT,"[-112.74, 37.66]",9580.0,CASTLE VALLEY
67466,UT,"[-112.84, 37.57]",9800.0,MIDWAY VALLEY
67467,UT,"[-112.27, 37.52]",8900.0,AGUA CANYON
67502,UT,"[-113.4, 37.51]",8000.0,LONG FLAT
67503,UT,"[-113.85, 37.49]",6100.0,LITTLE GRASSY
67504,UT,"[-113.05, 37.53]",9206.0,KOLOB
67505,UT,"[-113.94, 37.5]",6763.0,GUTZ PEAK
67506,UT,"[-113.46, 37.4]",8322.0,GARDNER PEAK
68756,UT,"[-111.81951, 41.70988]",4575.0,PROVIDENCE 0.5 NW
68757,UT,"[-111.89753, 40.50993]",4427.0,DRAPER 1.9 WNW
68758,UT,"[-111.8571, 40.77283]",4603.0,SALT LAKE CITY 3.8 E
68759,UT,"[-113.59931, 37.06083]",2554.0,ST. GEORGE 1.7 SW
69537,UT,"[-109.36659, 37.84985]",7186.0,MONTICELLO 2.3 SW
69834,UT,"[-111.82053, 41.78439]",4515.0,HYDE PARK 1.0 SSW
69835,UT,"[-112.39163, 39.31031]",5075.0,SIXMILE RIDGE 0.5 SW
69836,UT,"[-111.60951, 40.74549]",6835.0,PARK CITY 8.7 NW
70308,UT,"[-111.9814, 40.6474]",4594.0,TAYLORSVILLE-BENNION 2.0 WSW
70309,UT,"[-111.77439, 40.37902]",4623.0,AMERICAN FORK 1.1 ESE
70518,UT,"[-112.6349, 39.44554]",4606.0,WOODROW 0.9 NNW
70858,UT,"[-111.9068, 41.04771]",4802.0,FRUIT HEIGHTS 1.3 N
70859,UT,"[-112.6105, 39.30656]",4609.0,OASIS 1.2 NE
71377,UT,"[-111.89805, 40.91497]",4231.0,WEST BOUNTIFUL 1.0 NNE
71982,UT,"[-111.64868, 41.31026]",5991.0,HUNTSVILLE 7.3 ENE
72117,UT,"[-111.96125, 40.51247]",4534.0,RIVERTON 1.0 WSW
75318,UT,"[-111.88352, 40.57945]",4504.0,SANDY 1.7 WNW
76124,UT,"[-111.2285, 40.46122]",8305.0,HEBER CITY 10.1 ESE
76464,UT,"[-109.463, 40.396]",5132.0,NAPLES 2.8 SSE
76465,UT,"[-109.3525, 40.3685]",4768.0,JENSEN 0.4 WSW
77370,UT,"[-109.411, 38.637]",4726.0,CASTLE VALLEY 0.7 WNW
77371,UT,"[-112.361, 39.3549]",5070.0,LOVELL HOLLOW 0.2 NW
77372,UT,"[-111.79883, 40.38634]",4661.0,AMERICAN FORK 0.3 WNW
77478,UT,"[-109.29, 38.48]",8825.0,LASAL MOUNTAIN-LOWER
77479,UT,"[-109.45, 37.87]",8998.0,BUCKBOARD FLAT
77485,UT,"[-110.85, 40.98]",8000.0,BURTS MILLER RANCH
77486,UT,"[-110.35, 40.55]",8464.0,LAKEFORK #3
77487,UT,"[-110.83, 40.89]",8777.0,BEAR RIVER RS
77488,UT,"[-110.54, 40.88]",9360.0,EF BLACKS FORK GS
77489,UT,"[-110.58, 40.96]",8870.0,BLACKS FORK JCT
77490,UT,"[-110.66, 40.84]",9700.0,BUCK PASTURE
77491,UT,"[-110.01, 40.84]",10235.0,SPIRIT LK
77492,UT,"[-110.43, 39.68]",8736.0,TIMBERLINE
77493,UT,"[-110.77, 38.08]",9700.0,LONESOME BEAVER
77494,UT,"[-110.38, 39.66]",8159.0,CORRAL
77496,UT,"[-111.6, 41.97]",7250.0,KLONDIKE NARROWS
77497,UT,"[-111.57, 41.89]",6332.0,TONY GROVE RS
77498,UT,"[-111.47, 41.92]",7705.0,GARDEN CITY SUMMIT
77499,UT,"[-111.41, 41.25]",7220.0,KILFOIL CREEK
77500,UT,"[-111.36, 41.22]",6082.0,LOST CREEK RESV
77501,UT,"[-111.51, 41.86]",8270.0,USU DOC DANIEL
77502,UT,"[-111.22, 40.67]",8500.0,REDDEN MINE LWR
77503,UT,"[-111.36, 40.19]",7399.0,HOBBLE CREEK
77504,UT,"[-111.3, 39.61]",9657.0,HUNTINGTON HORSE
77505,UT,"[-111.45, 39.3]",9780.0,GBRC MEADOWS
77506,UT,"[-111.49, 39.32]",8541.0,GBRC HQ
77507,UT,"[-111.51, 39.14]",9494.0,MT BALDY
77508,UT,"[-111.25, 39.42]",8681.0,UPPER JOES VALLEY
77509,UT,"[-111.35, 39.13]",9162.0,WRIGLEY CREEK
77510,UT,"[-111.52, 39.24]",8858.0,THISTLE FLAT
77511,UT,"[-111.73, 39.5]",7211.0,REES FLAT
77512,UT,"[-111.69, 38.79]",8400.0,GOOSEBERRY RS UP
77513,UT,"[-111.77, 38.5]",8798.0,FISH LAKE UTAH
77514,UT,"[-111.34, 38.05]",9957.0,SUNFLOWER FLAT
77518,UT,"[-112.25, 40.46]",6430.0,BEVANS CABIN
77519,UT,"[-112.33, 39.35]",7850.0,OAK CREEK
77520,UT,"[-112.01, 38.5]",9105.0,SQUAW SPRINGS
77521,UT,"[-112.17, 38.07]",9749.0,JONES CORRAL
77522,UT,"[-112.65, 37.7]",8350.0,PANGUITCH LAKE RS
77523,UT,"[-112.78, 37.75]",8708.0,YANKEE RESERVOIR
77524,UT,"[-112.86, 37.68]",9972.0,BRIAN HEAD
77525,UT,"[-112.92, 37.6]",8179.0,SUU RANCH
77529,UT,"[-113.41, 41.92]",9005.0,GEORGE CREEK
77648,UT,"[-113.98, 39.74]",9168.0,TAKKA WIIYA
77957,UT,"[-113.6947, 37.18387]",3206.0,IVINS 0.8 NW
78553,UT,"[-112.22795, 41.69534]",4292.0,TREMONTON 2.9 WSW
78554,UT,"[-112.0208, 41.509]",4418.0,BRIGHAM CITY 0.6 W
78555,UT,"[-112.62444, 38.27785]",5980.0,BEAVER 0.8 E
78556,UT,"[-112.02453, 40.6994]",4268.0,SALT LAKE CITY 8.3 WSW
79404,UT,"[-114.0382, 40.7294]",4244.0,WENDOVER 1SSW
79753,UT,"[-113.06, 41.05]",4239.0,EAGLE RANGE WSO
79796,UT,"[-112.36313, 38.95813]",4985.0,GRANITE PEAK FILLMORE ARPT
79895,UT,"[-109.3916, 38.6225]",4905.0,CASTLE VALLEY 1SE
79906,UT,"[-109.9272, 37.2681]",5287.0,VALLEY OF THE GODS
79913,UT,"[-109.1802, 40.8835]",5674.0,JARVIE RANCH 1S
80197,UT,"[-111.8504, 40.891]",4950.0,BOUNTIFUL BENCH
80541,UT,"[-113.1284, 37.6431]",5705.0,CEDAR CITY 4.4 SW
80663,UT,"[-109.51256, 38.54427]",4406.0,MOAB 2.7 SE
80741,UT,"[-109.56572, 40.4524]",5460.0,VERNAL 1.6 W
82094,UT,"[-111.71479, 40.27783]",4599.0,OREM 1.7 SSW
82696,UT,"[-112.17379, 37.61844]",8145.0,BRYCE CANYON NP FPRE
82833,UT,"[-112.43623, 37.8237]",6631.0,PANGUITCH 0.1 E
82909,UT,"[-113.617, 37.248]",4536.0,ST. GEORGE 11.9 N
84693,UT,"[-110.7, 38.41667]",4446.0,HANKSVILLE AIRPORT
84809,UT,"[-111.85452, 40.76191]",4591.0,SALT LAKE CITY 4.1 ESE
84989,UT,"[-111.81739, 41.70482]",4605.0,PROVIDENCE 0.2 W
85221,UT,"[-112.1657, 41.62398]",4258.0,BEAR RIVER CITY 2.3 WNW
85303,UT,"[-113.61435, 37.11396]",2750.0,ST GEORGE 3.1 NW
85520,UT,"[-113.61915, 37.02829]",2554.0,ST. GEORGE 4.1 SSW
85707,UT,"[-112.25122, 38.15133]",6120.0,Circleville
85708,UT,"[-111.57803, 39.36798]",5531.0,Ephraim
85709,UT,"[-112.40155, 39.19216]",4745.0,Holden
85710,UT,"[-113.64324, 37.63343]",5250.0,Enterprise
85711,UT,"[-113.01053, 38.34196]",5005.0,Milford
85712,UT,"[-109.17193, 37.77853]",6837.0,Eastland
85713,UT,"[-110.16264, 39.01825]",4103.0,Green River
85714,UT,"[-110.80604, 39.53288]",5637.0,Price
85715,UT,"[-111.68555, 40.9999]",5113.0,Morgan
85716,UT,"[-110.40602, 40.37263]",6927.0,Mountain Home
85717,UT,"[-112.4336, 41.93531]",5179.0,Blue Creek
85718,UT,"[-111.98043, 41.81568]",4425.0,Cache Junction
85719,UT,"[-111.87044, 39.64554]",5245.0,Nephi
85720,UT,"[-109.36429, 37.67455]",6445.0,Alkali Mesa
85721,UT,"[-109.12745, 38.01394]",6993.0,West Summit
85722,UT,"[-109.33776, 37.44671]",5315.0,Mccracken Mesa
85732,UT,"[-111.3036, 41.33136]",7649.0,Chicken Ridge
85733,UT,"[-111.18798, 41.34363]",6682.0,Buffalo Jump
85734,UT,"[-112.39258, 40.59089]",4337.0,Grantsville
85735,UT,"[-113.28596, 41.77318]",5098.0,Park Valley
85736,UT,"[-109.35326, 40.39136]",4844.0,Split Mountain
85737,UT,"[-110.30464, 40.17957]",5395.0,Little Red Fox
85738,UT,"[-112.64291, 38.36649]",6185.0,Manderfield
85739,UT,"[-112.43437, 37.86975]",6534.0,Panguitch
85740,UT,"[-111.26189, 37.51468]",5341.0,Spooky
85741,UT,"[-113.35615, 37.10516]",3088.0,Sand Hollow
85742,UT,"[-113.82048, 41.77846]",5835.0,Grouse Creek
85743,UT,"[-113.12341, 37.35524]",6273.0,Cave Valley
85744,UT,"[-112.19252, 37.19061]",6392.0,Vermillion
85745,UT,"[-113.45866, 39.23724]",4592.0,Tule Valley
85746,UT,"[-113.75102, 38.59445]",5260.0,Hals Canyon
85747,UT,"[-114.00025, 39.99003]",5487.0,Goshute
85748,UT,"[-109.23998, 38.31347]",7055.0,Harms Way
85749,UT,"[-113.02007, 40.16591]",4314.0,Dugway
85861,UT,"[-111.788, 40.0272]",4683.0,West Mt. Satellite
85862,UT,"[-111.799, 39.9633]",4900.0,Santaquin - South Ridge Farms
85863,UT,"[-111.82, 40.135]",4608.0,Lincoln Point - South Shore Farms
85864,UT,"[-111.93, 41.021]",4500.0,Kaysville - USU Farm
85865,UT,"[-111.76, 40.463]",5140.0,Alpine - Burgess Orchards
85866,UT,"[-111.851, 40.0367]",4660.0,Genola - CHF Gala
85867,UT,"[-112.036, 41.4488]",4356.0,Perry - Sumida Farm
85868,UT,"[-112.3, 41.69]",4451.0,Thatcher
85869,UT,"[-112.135, 39.8724]",5859.0,Tintic - South Ridge Farm
85870,UT,"[-111.702, 40.0248]",4869.0,Payson - Allred Farm
85871,UT,"[-111.788, 40.0272]",4683.0,West Mountain - Wall
85872,UT,"[-111.818, 40.3938]",4617.0,American Fork - Riley
85873,UT,"[-111.992, 41.316]",4409.0,Pleasant View - Thinnes Orchard
85874,UT,"[-111.883, 39.9233]",4762.0,Goshen - CHF
85875,UT,"[-111.803, 39.9867]",4859.0,Santaquin West - CHF North
85876,UT,"[-111.806, 41.7254]",4669.0,River Heights - Zollinger Fruit Farm
85877,UT,"[-111.71, 40.3342]",4745.0,Lindon - Stratton Fruit
85878,UT,"[-113.352, 37.2321]",3438.1,Leeds - Stirling Farm
85879,UT,"[-111.82, 40.005]",4714.0,Genola South - McMullin
85880,UT,"[-111.786, 40.0143]",4703.0,West Mountain Center - McMullin
85881,UT,"[-111.798, 39.9978]",4791.0,West Mountain South - Orchard View
85882,UT,"[-111.771, 39.9968]",4770.0,Santaquin East - Wall
85883,UT,"[-111.42, 41.934]",4409.0,Bear Lake Observatory
85884,UT,"[-111.813, 41.7654]",4603.0,Greenville Farm
86092,UT,"[-111.90695, 40.66324]",4247.0,MURRAY 1.1 NW
86125,UT,"[-113.55377, 37.66217]",5306.0,NEWCASTLE 0.6 SSW
86257,UT,"[-110.8639, 39.68673]",5947.0,HELPER 0.3 SW
86485,UT,"[-113.14255, 37.75026]",5505.0,CEDAR CITY 5.6 NW
86562,UT,"[-111.8518, 41.7662]",4474.0,LOGAN 2.0 NNW
86729,UT,"[-112.38703, 37.90638]",6643.0,ORTON 4.7 SSE
89726,UT,"[-111.63419, 40.21539]",4544.0,PROVO 2.2 SSE
90409,UT,"[-110.84129, 39.60669]",5621.0,PRICE 2.2 W
90990,UT,"[-111.82136, 41.71355]",4547.0,PROVIDENCE 0.7 NW
92865,UT,"[-111.8434, 41.73704]",4523.0,LOGAN 0.5 WSW
92875,UT,"[-111.90463, 40.64905]",4296.0,MURRAY 0.7 WSW
92909,UT,"[-111.81594, 41.63065]",4834.0,HYRUM 1.5 E
92989,UT,"[-112.20993, 41.72363]",4411.0,TREMONTON 1.8 WNW
93677,UT,"[-109.34553, 37.86402]",7019.0,MONTICELLO 0.8 SW
93768,UT,"[-111.67466, 40.28851]",4799.0,OREM 1.4 ESE
93867,UT,"[-112.10005, 40.6945]",4448.0,MAGNA 1.0 SW
94171,UT,"[-111.86663, 40.63494]",4403.0,MURRAY 1.8 SE
94353,UT,"[-111.82643, 40.69749]",4593.0,EAST MILLCREEK 0.7 NNW
1,AK,"[-148.91667, 63.73333]",1720.0,MCKINLEY NATIONAL PARK AP
450,AK,"[-152.29694, 60.81417]",60.0,BIG RIVER LAKES
451,AK,"[-159.71667, 55.85]",15.0,BIG RIVER
20416,AK,"[179.25, 51.38333]",,AMCHITKA ISLAND
20417,AK,"[-179.26666, 51.4]",,AMCHITKA ISLAND NS
20418,AK,"[179.28333, 51.38333]",223.0,AMCHITKA
20419,AK,"[-176.64999, 51.88333]",,ADAK AAF
20420,AK,"[-178.8, 51.55]",,OGLIUGA AAF
20422,AK,"[178.66667, 51.65]",,BIRD CAPE AAF
20423,AK,"[-177.25, 51.76667]",,KANAGA BAY NS
20424,AK,"[-178.03333, 51.75]",,TANAGA ISLAND NS
20425,AK,"[-178.03333, 51.75]",,ASI TANAGA ISLAND NS
20426,AK,"[-176.64999, 51.88333]",,ADAK DAVIS AFB
20427,AK,"[-176.64999, 51.88334]",17.0,ADAK AP
20428,AK,"[179.58333, 51.91667]",,SEMISOPOCHNOI
20429,AK,"[177.56667, 51.98333]",,KISKA ISLAND AAF
20430,AK,"[177.53333, 51.96667]",,KISKA ISLAND NAAF
20431,AK,"[-174.20612, 52.22028]",56.0,ATKA AP
20432,AK,"[-174.2, 52.21667]",,ATKA ISLAND
20433,AK,"[-174.21667, 52.23333]",,ATKA NS
20434,AK,"[-172.41667, 52.38333]",,SEGUAM AAF
20435,AK,"[175.96667, 52.4]",,BULDIR ISLAND AAF
20437,AK,"[174.10001, 52.71667]",122.0,SHEMYA USAF BASE
20438,AK,"[-169.83333, 52.83333]",,CHUGINADAK
20439,AK,"[173.16667, 52.8]",,ATTU NS
20440,AK,"[-173.18333, 52.83333]",,ATTU
20441,AK,"[173.18333, 52.83333]",70.0,ATTU
20442,AK,"[173.31667, 52.83333]",,ALEXAI POINT AFS
20443,AK,"[172.51666, 52.88333]",,CAPE WRANGELL NF
20444,AK,"[-168.78333, 52.91667]",,NIKOLSKI
20445,AK,"[-168.96667, 52.91667]",,NIKOLSKI AAF
20446,AK,"[173.16667, 52.91667]",,HOLTZ BAY AAF
20448,AK,"[-167.35001, 53.43333]",30.0,CHERNOFSKI HARBOR
20449,AK,"[-167.78333, 53.53333]",,UMNAK ISLAND AAF
20450,AK,"[-167.91667, 53.51667]",,REINDEER PASS AAF
20451,AK,"[-166.53333, 53.88333]",,DUTCH HARBOR NF
20452,AK,"[-166.16667, 53.96667]",,UNALGA ISLAND NF
20453,AK,"[-166.85001, 53.96667]",,DRIFTWOOD BAY
20454,AK,"[-162.46667, 54.41667]",,CATON ISLAND NS
20455,AK,"[-162.46667, 54.41667]",,CATON ISLAND NF
20456,AK,"[-164.75, 54.41667]",,SCOTCH CAPE LIGHT STATION
20457,AK,"[-162.7, 54.46667]",,PAULOFF HARBOR
20458,AK,"[-164.93333, 54.6]",177.0,CAPE SARICHEF LIGHT STN
20459,AK,"[-130.93333, 54.8]",36.0,TREE POINT LT STN
20461,AK,"[-131.58333, 55.03333]",115.0,ANNETTE ISLAND AAF
20462,AK,"[-131.5787, 55.0389]",109.0,ANNETTE AIRPORT
20463,AK,"[-133.06667, 55.06667]",10.0,VIEW COVE
20466,AK,"[-132.81667, 55.2]",26.0,HYDABURG
20467,AK,"[-162.71667, 55.2]",,COLD BAY THORNBROUGH AFB
20468,AK,"[-162.73241, 55.2207]",78.0,COLD BAY AIRPORT
20471,AK,"[-130.78334, 55.31667]",20.0,SMEATON BAY
20472,AK,"[-160.52083, 55.31944]",21.0,SAND POINT AP
20473,AK,"[-131.69691, 55.3574]",35.0,BEAVER FALLS
20475,AK,"[-131.7, 55.35]",330.0,KETCHIKAN CARLANNA CREEK
20476,AK,"[-163.13333, 55.4]",,AMAK ISLAND AF
20477,AK,"[-131.88333, 55.45]",20.0,GUARD ISLAND LIGHT STN
20478,AK,"[-132.62219, 55.4909]",30.0,HOLLIS
20479,AK,"[-133.14079, 55.4772]",43.0,CRAIG
20480,AK,"[-132.39999, 55.53333]",30.0,KASAAN
20481,AK,"[-133.10001, 55.55]",10.0,KLAWOCK TEMSCO AIRLINE
20482,AK,"[-131.41667, 55.6]",131.0,FORTMANN HATCHERY
20483,AK,"[-131.63333, 55.7]",20.0,TRAITORS COVE
20484,AK,"[-155.58333, 55.91667]",,CHIRIKOF NS
20486,AK,"[-131.58333, 55.91667]",,BELL ISLAND
20487,AK,"[-155.56667, 55.9]",,CHIRIKOF ISLAND
20488,AK,"[-133.8, 55.96667]",,CAPE POLE
20489,AK,"[-132.83333, 56]",10.0,COFFMAN COVE
20490,AK,"[-134.13333, 56]",,CAPE DECISION
20491,AK,"[-160.51666, 56]",,PORT MOLLER
20492,AK,"[-131.10001, 56.06667]",,UNUK RIVER
20493,AK,"[-132.76666, 56.05]",26.0,LINCOLN ROCK LIGHT STN
20494,AK,"[-132.45, 56.16667]",20.0,CALDER
20495,AK,"[-134.6447, 56.2472]",12.0,PORT ALEXANDER
20496,AK,"[-158.39999, 56.3]",30.0,CHIGNIK
20497,AK,"[-134.66667, 56.33333]",,PORT ALEXANDER
20498,AK,"[-134.6497, 56.383]",14.0,LITTLE PORT WALTER
20499,AK,"[-133.10001, 56.46667]",30.0,LEVEL ISLAND
20500,AK,"[-154.13333, 56.55]",53.0,SITKINAK
20502,AK,"[-134.05, 56.55]",20.0,SECLUSION HARBOR
20503,AK,"[-169.53333, 56.6]",102.0,ST GEORGE ISLAND
20504,AK,"[-135.55, 56.85]",49.0,BIORKA
20505,AK,"[-154.25, 56.88333]",10.0,ALITAK BAY
20506,AK,"[-154.25, 56.88333]",10.0,LAZY BAY
20508,AK,"[-154.25, 56.91667]",,ALITAK LAZY BAY NF
20509,AK,"[-154.25, 56.91667]",,ALITAK NS
20510,AK,"[-158.63167, 56.95917]",88.0,PORT HEIDEN AP
20511,AK,"[-158.64999, 56.95]",,PORT HEIDEN AAF
20512,AK,"[-134.83333, 57.08333]",,BARANOF
20513,AK,"[-135.3647, 57.0481]",14.0,SITKA AIRPORT
20514,AK,"[-135.33333, 57.05]",67.0,SITKA MAGNETIC OBSY
20515,AK,"[-135.35001, 57.05]",,SITKA NS
20516,AK,"[-170.26666, 57.13333]",,ST PAUL ISLAND AAF
20517,AK,"[-170.26666, 57.11667]",,ST PAUL ISLAND NS
20518,AK,"[-154.23334, 57.16667]",,OLGA
20519,AK,"[-170.2222, 57.1552]",35.0,SAINT PAUL ISLAND AIRPORT
20521,AK,"[-153.3, 57.2]",50.0,OLD HARBOR
20522,AK,"[-133.61667, 57.26667]",30.0,FIVE FINGER LIGHT STN
20523,AK,"[-152.91667, 57.35]",10.0,SHEARWATER BAY
20524,AK,"[-154.03333, 57.35]",381.0,KARLUK LAKE
20525,AK,"[-156.41667, 57.36667]",20.0,WIDE BAY
20528,AK,"[-154.13333, 57.45]",361.0,KARLUK RIVER
20529,AK,"[-134.5864, 57.49889]",28.0,ANGOON POWER
20530,AK,"[-153.96667, 57.53333]",18.0,LARSEN BAY
20531,AK,"[-157.56667, 57.61667]",49.0,PILOT POINT
20533,AK,"[-133.35001, 57.6]",10.0,WINDHAM
20534,AK,"[-136.14999, 57.6]",20.0,RADIOVILLE
20535,AK,"[-136.08333, 57.66667]",10.0,CHICHAGOF
20537,AK,"[-153.31667, 57.71667]",49.0,UGANIK BAY
20538,AK,"[-135.23334, 57.78333]",20.0,TENAKEE SPRINGS
20539,AK,"[-135.78333, 57.78333]",20.0,TENAKEE
20540,AK,"[-152.51666, 57.75]",,KODIAK
20541,AK,"[-152.39999, 57.8]",102.0,WOODY ISLAND
20543,AK,"[-136.2213, 57.9577]",12.0,PELICAN
20544,AK,"[-152.76666, 57.96667]",,WHALE ISLAND
20545,AK,"[-133.73849, 58.1421]",29.0,SNETTISHAM POWER PLANT
20546,AK,"[-134.23334, 58.13333]",20.0,SPEEL RIVER
20547,AK,"[-135.4277, 58.1071]",130.0,HOONAH
20548,AK,"[-152.55, 58.13333]",49.0,DANGER BAY
20549,AK,"[-135.25, 58.16667]",36.0,SISTERS ISLAND
20551,AK,"[-152.37219, 58.1913]",60.0,KITOI BAY
20552,AK,"[-136.14999, 58.2]",,GULL COVE
20553,AK,"[-136.63333, 58.2]",,CAPE SPENCER
20554,AK,"[-136.34351, 58.1916]",20.0,ELFIN COVE
20555,AK,"[-157.38333, 58.21667]",49.0,EGEGIK
20556,AK,"[-134.89999, 58.25]",,FUNTER BAY
20557,AK,"[-135.5, 58.16667]",,PLEASANT ISLAND
20558,AK,"[-134.1003, 58.3183]",92.0,ANNEX CREEK
20559,AK,"[-134.564, 58.3566]",16.0,JUNEAU AIRPORT
20560,AK,"[-134.645, 58.3814]",44.0,AUKE BAY
20561,AK,"[-134.53333, 58.4]",89.0,MENDENHALL
20562,AK,"[-134.53333, 58.41667]",121.0,JUNEAU 9 NW
20563,AK,"[-134.95, 58.41667]",,POINT RETREAT
20565,AK,"[-135.8692, 58.4561]",45.0,GLACIER BAY
20566,AK,"[-133.67889, 58.55]",20.0,CANYON ISLAND
20569,AK,"[-134.81667, 58.55]",49.0,CAMP RUNAMUK
20571,AK,"[-155.78333, 58.55]",43.0,BROOKS RIVER
20572,AK,"[-155.81667, 58.55]",39.0,BROOKS LAKE
20573,AK,"[-156.73334, 58.68333]",,NAKNEK
20574,AK,"[-162.06667, 58.65]",541.0,CAPE NEWENHAM AFS
20577,AK,"[-135.21667, 58.96667]",52.0,ELDRED ROCK
20578,AK,"[-136.10001, 58.95]",69.0,GOOSE COVE
20580,AK,"[-161.78333, 59.01667]",20.0,PLATINUM
20584,AK,"[-135.45, 59.26667]",175.0,HAINES TERMINAL
20585,AK,"[-158.58333, 59.28333]",59.0,MOSQUITO POINT
20586,AK,"[-158.56667, 59.28333]",69.0,ALEKNAGIK
20587,AK,"[-136.26666, 59.36667]",1601.0,PORCUPINE CREEK
20589,AK,"[-135.89999, 59.4]",,HAINES HIGHWAY MILE
20591,AK,"[-136.28333, 59.43333]",700.0,LINGER LONGER
20592,AK,"[-151.4136, 59.43556]",63.0,TUTKA BAY LAGOON
20593,AK,"[-151.7, 59.43333]",30.0,SELDOVIA DOCK
20594,AK,"[-153.41667, 59.41667]",30.0,AUGUSTINE ISLAND
20595,AK,"[-154.86667, 59.41667]",121.0,KOKHANOK BAY
20596,AK,"[-151.7, 59.43333]",20.0,SELDOVIA
20598,AK,"[-135.31667, 59.45]",,SKAGWAY RIVER AT SKAGWAY
20599,AK,"[-135.31667, 59.45]",,SKAGWAY AAF
20600,AK,"[-151.55, 59.46667]",10.0,KASITSNA BAY
20601,AK,"[-158.89999, 59.45]",59.0,LAKE ALEKNAGIK
20602,AK,"[-139.6712, 59.512]",33.0,YAKUTAT  AIRPORT
20603,AK,"[-139.66667, 59.51667]",,YAKUTAT AAF
20605,AK,"[-151.16667, 59.6]",30.0,HALIBUT COVE
20606,AK,"[-154.49834, 59.555]",120.0,INTRICATE BAY
20607,AK,"[-159.03333, 59.56667]",69.0,LAKE NERKA
20608,AK,"[-151.4908, 59.642]",64.0,HOMER AIRPORT
20609,AK,"[-151.64999, 59.68333]",902.0,THE TICES
20611,AK,"[-151.03333, 59.73333]",79.0,BEAR COVE
20612,AK,"[-151.31667, 59.7]",279.0,HOMER RESEARCH CENTER
20613,AK,"[-157.28333, 59.73333]",102.0,KOLIGANEK
20614,AK,"[-150.83333, 59.75]",1102.0,BRADLEY LAKE
20615,AK,"[-151.6347, 59.7444]",1080.0,HOMER 8 NW
20616,AK,"[-153.23334, 59.75]",302.0,INISKIN
20617,AK,"[-153.23334, 59.75]",302.0,CHINITNA BAY
20618,AK,"[-154.90891, 59.7494]",143.0,ILIAMNA AIRPORT
20620,AK,"[-144.60001, 59.8]",,CAPE ST ELIAS
20621,AK,"[-150.96667, 59.83333]",151.0,VENTA
20622,AK,"[-147.75, 59.88333]",46.0,MAC LEOD HARBOR
20623,AK,"[-152.71667, 59.96667]",59.0,SARGENT CREEK
20624,AK,"[-152.66667, 59.96667]",151.0,SILVER SALMON CREEK
20627,AK,"[-147.89999, 60.03333]",,LATOUCHE
20628,AK,"[-147.89999, 60.05]",49.0,LATOUCHE
20629,AK,"[-147.98334, 60.06667]",69.0,CRAB BAY
20630,AK,"[-151.66667, 60.05]",121.0,NINILCHIK
20631,AK,"[-149.44389, 60.10389]",110.0,SEWARD
20632,AK,"[-151.58333, 60.1]",210.0,NINILCHIK 5 NE
20633,AK,"[-152.58333, 60.1]",30.0,CHISIK ISLAND
20634,AK,"[-149.41667, 60.12833]",22.0,SEWARD AIRPORT
20635,AK,"[-146.64999, 60.23333]",185.0,CAPE HINCHINBROOK
20636,AK,"[-154.3163, 60.2036]",260.0,PORT ALSWORTH
20637,AK,"[-154.36667, 60.21667]",302.0,TANALIAN POINT
20638,AK,"[-166.10001, 60.2]",,NUNIVAK ISLAND AAF
20640,AK,"[-151.37398, 60.36516]",70.0,KASILOF 3 NW
20641,AK,"[-149.66611, 60.3925]",505.0,COOPER LAKE PROJECT
